"GROUP","METHOD","GCF.PRES","GCF.PRES_2.5","GCF.PRES_95","GCF.POS","GCF.POS_2.5","GCF.POS_95","PRES","PRES.CAL","POS","POS.CAL","OPUE","OPUE.CAL"
"PAFO","1_nSPC","-0.061","-0.34628"," 0.23589","3.6","2.778","4.444","0.29","0.29","0.11","0.11","0.031","0.031"
"PAFO","2_BLT","-0.061","-0.34628"," 0.23589","3.6","2.778","4.444","0.18","0.19","0.37","0.10","0.065","0.019"
"PAHE","1_nSPC","-0.078","-0.48411"," 0.31935","4.3","3.462","5.230","0.25","0.25","0.23","0.23","0.058","0.058"
"PAHE","2_BLT","-0.078","-0.48411"," 0.31935","4.3","3.462","5.230","0.22","0.24","1.25","0.29","0.281","0.070"
"PAIN","1_nSPC","-1.2","-1.6508","-0.8358","3.6","2.181","5.692","0.29","0.29","0.37","0.37","0.11","0.11"
"PAIN","2_BLT","-1.2","-1.6508","-0.8358","3.6","2.181","5.692","0.17","0.41","0.98","0.28","0.17","0.11"
"PAMI","1_nSPC","-1.8","-3.0942","-0.6286","2.2","0.6715","4.9766","0.088","0.088","0.034","0.034","0.0030","0.003"
"PAMI","2_BLT","-1.8","-3.0942","-0.6286","2.2","0.6715","4.9766","0.027","0.143","0.172","0.078","0.0046","0.011"
"PAMU","1_nSPC","-0.99","-1.2964","-0.7069","2.3","1.862","2.952","0.67","0.67","0.15","0.15","0.10","0.10"
"PAMU","2_BLT","-0.99","-1.2964","-0.7069","2.3","1.862","2.952","0.36","0.60","0.45","0.19","0.16","0.12"
"PAPL","1_nSPC","-1.4","-2.6075","-0.1715","4.1"," 0.5425","13.3305","0.1221","0.122","0.09","0.090","0.0110","0.0110"
"PAPL","2_BLT","-1.4","-2.6075","-0.1715","4.1"," 0.5425","13.3305","0.0073","0.028","0.17","0.041","0.0012","0.0012"
"PARR","1_nSPC","0.7","0.3419","1.1004","5.7"," 2.653","11.548","0.17","0.169","0.39","0.39","0.066","0.066"
"PARR","2_BLT","0.7","0.3419","1.1004","5.7"," 2.653","11.548","0.14","0.077","2.95","0.52","0.422","0.040"
"PEJA","1_nSPC","-0.4","-1.9696"," 1.0792","4.9"," 0.1942","31.2265","0.0025","0.0025","0.017","0.0171","4.3e-05","4.3e-05"
"PEJA","2_BLT","-0.4","-1.9696"," 1.0792","4.9"," 0.1942","31.2265","0.0025","0.0037","0.014","0.0029","3.6e-05","1.1e-05"
"PEOU","1_nSPC","-0.34","-0.72481"," 0.05775","1.8","1.218","2.499","0.11","0.11","0.27","0.27","0.031","0.031"
"PEOU","2_BLT","-0.34","-0.72481"," 0.05775","1.8","1.218","2.499","0.13","0.18","0.48","0.28","0.065","0.049"
"PLDI","1_nSPC","-1.2","-1.479","-0.837","1.4","1.099","1.814","0.46","0.46","0.15","0.15","0.067","0.067"
