"GROUP","METHOD","GCF.PRES","GCF.PRES_2.5","GCF.PRES_95","GCF.POS","GCF.POS_2.5","GCF.POS_95","PRES","PRES.CAL","POS","POS.CAL","OPUE","OPUE.CAL"
"CTHA","2_BLT","-2.5","-3.302","-1.644","1.1","0.5883","1.7939","0.05","0.38","0.35","0.32","0.017","0.12"
"CTMA","1_nSPC","-5.1","-5.747","-4.417","0.93","0.6772","1.2553","0.52","0.52","1.4","1.4","0.71","0.71"
"CTMA","2_BLT","-5.1","-5.747","-4.417","0.93","0.6772","1.2553","0.09","0.94","2.3","2.5","0.21","2.37"
"CTSP","1_nSPC","-3.1","-6.7113"," 0.5135","1.1","0.003353","9.102073","0.01639","0.0164","0.15","0.15","2.5e-03","0.0025"
"CTSP","2_BLT","-3.1","-6.7113"," 0.5135","1.1","0.003353","9.102073","0.00039","0.0087","0.14","0.12","5.3e-05","0.0011"
"CTSR","1_nSPC","-4.1","-4.900","-3.290","0.96","0.4668","1.7586","0.342","0.34","1.67","1.67","0.572","0.57"
"CTSR","2_BLT","-4.1","-4.900","-3.290","0.96","0.4668","1.7586","0.018","0.52","0.66","0.69","0.012","0.36"
"DEMA","1_nSPC","-2.7","-5.3572"," 0.1452","2.5"," 0.01791","15.46916","0.01986","0.0199","4.33","4.33","0.08600","0.0860"
"DEMA","2_BLT","-2.7","-5.3572"," 0.1452","2.5"," 0.01791","15.46916","0.00051","0.0074","0.91","0.36","0.00047","0.0027"
"DIHY","1_nSPC","-0.98","-2.6510"," 0.7538","0.41","0.1466","0.8471","0.0102","0.0102","3.14","3.1","0.0319","0.0319"
"DIHY","2_BLT","-0.98","-2.6510"," 0.7538","0.41","0.1466","0.8471","0.0023","0.0062","0.49","1.2","0.0011","0.0074"
"ELBI","1_nSPC","-1.6","-2.3664","-0.9184","0.57","0.2668","1.0590","0.103","0.10","18","18","1.8","1.8"
"ELBI","2_BLT","-1.6","-2.3664","-0.9184","0.57","0.2668","1.0590","0.028","0.13","14","26","0.4","3.3"
"EPFA","1_nSPC","-1.4","-2.0169","-0.7691","1.9","1.061","3.091","0.108","0.108","0.62","0.62","0.067","0.067"
"EPFA","2_BLT","-1.4","-2.0169","-0.7691","1.9","1.061","3.091","0.022","0.085","0.83","0.45","0.019","0.038"
"EPHE","1_nSPC","-0.74","-1.6647"," 0.2843","1.1","0.6064","1.7617","0.031","0.031","0.21","0.21","0.0067","0.0067"
"EPHE","2_BLT","-0.74","-1.6647"," 0.2843","1.1","0.6064","1.7617","0.018","0.036","0.26","0.24","0.0046","0.0088"
"EPHO","1_nSPC","-0.46","-1.3683"," 0.6165","0.84","0.4501","1.4636","0.016","0.016","1.08","1.1","0.018","0.018"
"EPHO","2_BLT","-0.46","-1.3683"," 0.6165","0.84","0.4501","1.4636","0.018","0.029","0.85","1.0","0.016","0.029"
"EPIN","1_nSPC","-3.4","-3.977","-2.750","1.1","0.8296","1.5310","0.365","0.36","0.40","0.40","0.145","0.15"
"EPIN","2_BLT","-3.4","-3.977","-2.750","1.1","0.8296","1.5310","0.038","0.53","0.38","0.33","0.014","0.18"
"EPMC","1_nSPC","-1.7","-2.9153","-0.4979","0.89","0.3976","1.7077","0.0329","0.033","0.73","0.73","0.0239","0.024"
"EPMC","2_BLT","-1.7","-2.9153","-0.4979","0.89","0.3976","1.7077","0.0057","0.030","0.41","0.46","0.0023","0.014"
"EPME","1_nSPC","-0.083","-1.11003"," 0.84644","2.1","0.4228","6.2722","0.045","0.045","0.21","0.21","0.0094","0.0094"
"EPME","2_BLT","-0.083","-1.11003"," 0.84644","2.1","0.4228","6.2722","0.034","0.037","0.61","0.29","0.0210","0.0110"
"EPML","1_nSPC","-1","-1.6932","-0.3092","0.73","0.5014","1.0675","0.058","0.058","0.51","0.51","0.03","0.030"
"EPML","2_BLT","-1","-1.6932","-0.3092","0.73","0.5014","1.0675","0.026","0.067","0.40","0.55","0.01","0.037"
"EPPO","1_nSPC","-1.5","-2.3285","-0.6332","0.3","0.1911","0.4465","0.074","0.074","4.6","4.6","0.338","0.34"
"EPPO","2_BLT","-1.5","-2.3285","-0.6332","0.3","0.1911","0.4465","0.011","0.047","1.4","4.6","0.015","0.22"
"EPRE","1_nSPC","-1.7","-3.0688","-0.2839","1.7","0.5765","4.1675","0.0417","0.042","0.82","0.82","0.0340","0.034"
"EPRE","2_BLT","-1.7","-3.0688","-0.2839","1.7","0.5765","4.1675","0.0034","0.018","1.03","0.60","0.0035","0.011"
"EPSL","1_nSPC","-1.2","-2.1301","-0.2932","0.37","0.1864","0.6564","0.044","0.044","0.53","0.53","0.0232","0.023"
"EPSL","2_BLT","-1.2","-2.1301","-0.2932","0.37","0.1864","0.6564","0.014","0.044","0.64","1.74","0.0087","0.077"
"EPSP","1_nSPC","-0.14","-0.7158"," 0.4532","1","0.5904","1.7265","0.059","0.059","0.87","0.87","0.051","0.051"
