"GROUP","NREP_TOTAL","NREP_STD_METHOD","NREP_SEC_METHOD","POSREP_TOTAL","POSREP_STD_METHOD","POSREP_SEC_METHOD"
"GOBI","1260","947","313","33","17","16"
"GOVA","1260","947","313","1094","831","263"
"GRAL","1260","947","313","182","143","39"
"GROU","1260","947","313","31","5","26"
"GYBR","1260","947","313","80","66","14"
"GYFL","1260","947","313","57","45","12"
"GYJA","1260","947","313","55","31","24"
"GYME","1260","947","313","27","22","5"
"HABI","1260","947","313","31","29","2"
"HAHO","1260","947","313","627","526","101"
"HAME","1260","947","313","97","74","23"
"HAMT","1260","947","313","78","70","8"
"HAOR","1260","947","313","716","519","197"
"HASP","1260","947","313","16","13","3"
"HATR","1260","947","313","8","7","1"
"HAWK","1260","947","313","35","2","33"
"HECA","1260","947","313","6","5","1"
"HEFA","1260","947","313","549","474","75"
"HEMO","1260","947","313","2","1","1"
"HETH","1260","947","313","84","67","17"
"HEVA","1260","947","313","4","3","1"
"HILO","1260","947","313","27","17","10"
"HOAN","1260","947","313","2","1","1"
"KAPE","1260","947","313","2","1","1"
"KYCI","1260","947","313","33","15","18"
"KYPA","1260","947","313","42","5","37"
"LABI","1260","947","313","416","297","119"
"LADI","1260","947","313","788","568","220"
"LAPE","1260","947","313","4","3","1"
"LAPH","1260","947","313","32","17","15"
"LARU","1260","947","313","722","560","162"
"LAUN","1260","947","313","23","15","8"
"LAXA","1260","947","313","51","31","20"
"LEOB","1260","947","313","31","28","3"
"LEOL","1260","947","313","48","46","2"
"LETA","1260","947","313","295","218","77"
"LETH","1260","947","313","38","37","1"
"LEXA","1260","947","313","85","74","11"
"LIZA","1260","947","313","18","6","12"
"LUBO","1260","947","313","878","677","201"
"LUFU","1260","947","313","158","124","34"
"LUGI","1260","947","313","326","244","82"
"LUKA","1260","947","313","70","46","24"
"LUMO","1260","947","313","170","131","39"
"LUSE","1260","947","313","20","17","3"
"LUWH","1260","947","313","249","185","64"
"MAGE","1260","947","313","6","4","2"
"MALA","1260","947","313","4","3","1"
"MAME","1260","947","313","207","174","33"
"MANI","1260","947","313","8","7","1"
"MENI","1260","947","313","609","535","74"
"MEVI","1260","947","313","847","731","116"
"MOGR","1260","947","313","386","292","94"
"MOSP","1260","947","313","55","49","6"
"MUFL","1260","947","313","52","31","21"
"MUMI","1260","947","313","22","9","13"
"MUVA","1260","947","313","83","59","24"
"MYAD","1260","947","313","31","25","6"
"MYAM","1260","947","313","179","150","29"
"MYBE","1260","947","313","397","302","95"
"MYKU","1260","947","313","83","70","13"
"MYSP","1260","947","313","83","58","25"
"MYWO","1260","947","313","17","9","8"
"NAAN","1260","947","313","14","13","1"
"NABR","1260","947","313","131","112","19"
"NACA","1260","947","313","7","1","6"
"NAHE","1260","947","313","263","237","26"
"NALI","1260","947","313","560","415","145"
"NASP","1260","947","313","2","1","1"
"NAUN","1260","947","313","67","50","17"
"NAVL","1260","947","313","182","156","26"
"NEAR","1260","947","313","76","48","28"
"NEED","1260","947","313","4","3","1"
"NEMA","1260","947","313","33","25","8"
"NEOP","1260","947","313","12","8","4"
"NESA","1260","947","313","28","18","10"
"NESP","1260","947","313","4","3","1"
"NOTA","1260","947","313","48","40","8"
"ODNI","1260","947","313","84","73","11"
"OPPU","1260","947","313","4","3","1"
"OSAN","1260","947","313","32","23","9"
"OSAP","1260","947","313","59","47","12"
"OSCU","1260","947","313","5","3","2"
"OSME","1260","947","313","111","86","25"
"OSWH","1260","947","313","18","13","5"
"OXDI","1260","947","313","70","52","18"
"OXUN","1260","947","313","492","380","112"
"PAAR","1260","947","313","759","560","199"
"PABA","1260","947","313","43","33","10"
"PACY","1260","947","313","195","162","33"
"PAFO","1260","947","313","692","509","183"
"PAHE","1260","947","313","622","497","125"
"PAHP","1260","947","313","9","7","2"
"PAIN","1260","947","313","671","543","128"
"PAMT","1260","947","313","3","2","1"
"PAMU","1260","947","313","700","558","142"
"PAPL","1260","947","313","22","20","2"
"PARR","1260","947","313","151","85","66"
"PAXA","1260","947","313","24","15","9"
"PEAS","1260","947","313","52","38","14"
"PEMA","1260","947","313","33","26","7"
"PEOU","1260","947","313","137","115","22"
"PLDI","1260","947","313","852","649","203"
"PLIM","1260","947","313","139","131","8"
"PLJO","1260","947","313","836","606","230"
"PLLA","1260","947","313","49","23","26"
"PLPH","1260","947","313","131","127","4"
"PLRH","1260","947","313","45","24","21"
"PLTA","1260","947","313","85","57","28"
"POCO","1260","947","313","153","95","58"
"POIM","1260","947","313","362","302","60"
"POPU","1260","947","313","9","7","2"
"PSAT","1260","947","313","25","21","4"
"PSBA","1260","947","313","417","311","106"
"PSDI","1260","947","313","35","19","16"
"PSEV","1260","947","313","30","25","5"
"PSFL","1260","947","313","91","80","11"
"PSHE","1260","947","313","550","348","202"
"PSHT","1260","947","313","38","36","2"
"PSMO","1260","947","313","159","140","19"
"PSOC","1260","947","313","722","516","206"
"PSOL","1260","947","313","463","364","99"
"PSPA","1260","947","313","101","87","14"
"PSPY","1260","947","313","3","2","1"
"PSSP","1260","947","313","3","1","2"
"PSTE","1260","947","313","150","122","28"
"PSYA","1260","947","313","6","4","2"
"PTAN","1260","947","313","9","8","1"
"PTEV","1260","947","313","31","23","8"
"PTHE","1260","947","313","3","2","1"
"PTMA","1260","947","313","16","11","5"
"PTTI","1260","947","313","89","79","10"
"PUFF","1260","947","313","8","1","7"
"PYDI","1260","947","313","69","61","8"
"RHAC","1260","947","313","30","26","4"
"RHRE","1260","947","313","99","97","2"
"SACA","1260","947","313","166","128","38"
"SADI","1260","947","313","4","3","1"
"SAMI","1260","947","313","7","6","1"
"SAPP","1260","947","313","7","6","1"
"SASP","1260","947","313","164","113","51"
"SATI","1260","947","313","503","389","114"
"SCAL","1260","947","313","36","31","5"
"SCDU","1260","947","313","13","9","4"
"SCFO","1260","947","313","264","224","40"
"SCFR","1260","947","313","583","450","133"
"SCGH","1260","947","313","51","45","6"
"SCGL","1260","947","313","45","36","9"
"SCLY","1260","947","313","55","49","6"
"SCNI","1260","947","313","25","23","2"
"SCOV","1260","947","313","155","120","35"
"SCPP","1260","947","313","7","6","1"
"SCPS","1260","947","313","188","135","53"
"SCRU","1260","947","313","660","546","114"
"SCSI","1260","947","313","34","32","2"
"SCSP","1260","947","313","60","15","45"
"SCTR","1260","947","313","424","341","83"
"SECR","1260","947","313","1","0","1"
"SECY","1260","947","313","23","19","4"
"SEDU","1260","947","313","17","16","1"
"SEOX","1260","947","313","2","1","1"
"SNDP","1260","947","313","1","0","1"
"SOLD","1260","947","313","54","1","53"
"SPBA","1260","947","313","62","55","7"
"SPLE","1260","947","313","16","15","1"
"SPQE","1260","947","313","35","32","3"
"STAL","1260","947","313","13","11","2"
"STAU","1260","947","313","716","544","172"
"STBA","1260","947","313","62","37","25"
"STBN","1260","947","313","168","134","34"
"STFA","1260","947","313","302","247","55"
"STNI","1260","947","313","75","61","14"
"STSP","1260","947","313","10","8","2"
"SUBU","1260","947","313","368","308","60"
"SUCH","1260","947","313","90","81","9"
"SUFR","1260","947","313","23","17","6"
"SURG","1260","947","313","77","16","61"
"TAME","1260","947","313","13","9","4"
"THAM","1260","947","313","653","508","145"
"THBA","1260","947","313","7","5","2"
"THDU","1260","947","313","108","68","40"
"THHA","1260","947","313","44","35","9"
"THLN","1260","947","313","102","69","33"
"THLU","1260","947","313","472","349","123"
"THPU","1260","947","313","89","80","9"
"THQU","1260","947","313","824","642","182"
"THTR","1260","947","313","81","77","4"
"TRIG","1260","947","313","27","2","25"
"TROB","1260","947","313","160","112","48"
"VALO","1260","947","313","294","240","54"
"WRAS","1260","947","313","106","22","84"
"XACA","1260","947","313","42","33","9"
"ZACO","1260","947","313","392","334","58"
"ZEFL","1260","947","313","221","160","61"
"ZERO","1260","947","313","214","172","42"
"ZESC","1260","947","313","192","127","65"
"ZEVE","1260","947","313","49","30","19"
