"GROUP","METHOD","GCF.SOURCE","PRES.GCF","POS.GCF","PRES","PRES.CAL","POS","POS.CAL","OPUE","OPUE.CAL"
"AUCH","2_TOW","Global",3.47,14.19,0.01,0.15,0.27,0.02,0,0
"BAPO","1_nSPC","Global",3.47,14.19,0,0,0.42,0.42,0,0
"BARR","2_TOW","Global",3.47,14.19,0,0,3.69,0.26,0,0
"BLEN","1_nSPC","Global",3.47,14.19,0.02,0.02,0.04,0.04,0,0
"BOAL","1_nSPC","Global",3.47,14.19,0.79,0.79,2.57,2.57,2.04,2.04
"BOAL","2_TOW","Global",3.47,14.19,0,0.05,0.72,0.05,0,0
"BOSA","1_nSPC","Global",3.47,14.19,0,0,0,0,0,0
"BRMU","1_nSPC","Global",3.47,14.19,0,0,4.52,4.52,0.02,0.02
"CAAB","1_nSPC","Global",3.47,14.19,0.05,0.05,96.38,96.38,4.77,4.77
"CAAB","2_TOW","Global",3.47,14.19,0.01,0.32,25.73,1.81,0.37,0.57
"CAAM","1_nSPC","Global",3.47,14.19,0.03,0.03,0.02,0.02,0,0
"CACA","1_nSPC","Global",3.47,14.19,0.12,0.12,0.76,0.76,0.09,0.09
"CACA","2_TOW","Global",3.47,14.19,0,0.01,2,0.14,0,0
"CACO","1_nSPC","Global",3.47,14.19,0.15,0.15,0.07,0.07,0.01,0.01
"CADU","1_nSPC","Global",3.47,14.19,0.07,0.07,0.66,0.66,0.05,0.05
"CAFE","1_nSPC","Global",3.47,14.19,0.01,0.01,4.16,4.16,0.05,0.05
"CAFE","2_TOW","Global",3.47,14.19,0,0.08,1.77,0.12,0,0.01
"CAGA","1_nSPC","Global",3.47,14.19,0.14,0.14,92.04,92.04,12.78,12.78
"CAGA","2_TOW","Global",3.47,14.19,0.03,0.53,20.72,1.46,0.71,0.78
"CAIG","1_nSPC","Global",3.47,14.19,0.22,0.22,159.44,159.44,34.28,34.28
"CAIG","2_TOW","Global",3.47,14.19,0.09,0.75,25.49,1.8,2.22,1.35
"CAJA","1_nSPC","Global",3.47,14.19,0.55,0.55,0.04,0.04,0.02,0.02
"CALI","1_nSPC","Global",3.47,14.19,0,0,51.64,51.64,0.01,0.01
"CALU","1_nSPC","Global",3.47,14.19,0,0,8.09,8.09,0.02,0.02
"CALU","2_TOW","Global",3.47,14.19,0,0.01,2.37,0.17,0,0
"CAMC","1_nSPC","Global",3.47,14.19,0,0,0,0,0,0
"CAME","1_nSPC","Global",3.47,14.19,0.35,0.35,23.11,23.11,8.12,8.12
"CAME","2_TOW","Global",3.47,14.19,0.04,0.55,6.74,0.47,0.25,0.26
"CAOR","1_nSPC","Global",3.47,14.19,0.06,0.06,4.81,4.81,0.28,0.28
"CAOR","2_TOW","Global",3.47,14.19,0,0.08,2.31,0.16,0.01,0.01
"CARD","1_nSPC","Global",3.47,14.19,0.01,0.01,0.19,0.19,0,0
"CARI","1_nSPC","Global",3.47,14.19,0,0,0.08,0.08,0,0
