"GROUP","METHOD","GCF.PRES","GCF.PRES_2.5","GCF.PRES_95","GCF.POS","GCF.POS_2.5","GCF.POS_95","PRES","PRES.CAL","POS","POS.CAL","OPUE","OPUE.CAL"
"ACLE","2_BLT","-0.49","-0.7830","-0.2122","1.9","1.467","2.528","0.31","0.43","0.025","0.013","0.0079","0.0056"
"ACNC","1_nSPC","0.46","-0.1387"," 1.0321","2.7","1.633","4.076","0.036","0.036","0.0026","0.0026","9.3e-05","9.3e-05"
"ACNC","2_BLT","0.46","-0.1387"," 1.0321","2.7","1.633","4.076","0.033","0.021","0.0117","0.0044","3.9e-04","9.2e-05"
"ACNF","1_nSPC","-0.15","-0.5755"," 0.2685","2.4","2.101","2.815","0.89","0.89","0.033","0.033","0.029","0.029"
"ACNF","2_BLT","-0.15","-0.5755"," 0.2685","2.4","2.101","2.815","0.87","0.88","0.077","0.032","0.067","0.028"
"ACNR","1_nSPC","0.47","0.1844","0.7714","2.4","1.899","2.904","0.19","0.19","0.0044","0.0044","0.00084","0.00084"
"ACNR","2_BLT","0.47","0.1844","0.7714","2.4","1.899","2.904","0.30","0.21","0.0124","0.0052","0.00375","0.00111"
"ACOL","1_nSPC","-0.018","-0.3030"," 0.2686","2.5","2.136","2.895","0.62","0.62","0.0066","0.0066","0.0041","0.0041"
"ACOL","2_BLT","-0.018","-0.3030"," 0.2686","2.5","2.136","2.895","0.64","0.64","0.0225","0.0090","0.0143","0.0058"
"ACSP","1_nSPC","-0.082","-0.77420"," 0.64179","3.8","1.370","8.301","0.033","0.033","0.005","0.0050","0.00016","0.00016"
"ACSP","2_BLT","-0.082","-0.77420"," 0.64179","3.8","1.370","8.301","0.045","0.049","0.019","0.0051","0.00088","0.00025"
"ACTH","1_nSPC","-0.28","-0.7453"," 0.2487","1.7","0.9236","3.0300","0.150","0.15","0.013","0.013","0.002","0.0020"
"ACTH","2_BLT","-0.28","-0.7453"," 0.2487","1.7","0.9236","3.0300","0.084","0.11","0.024","0.014","0.002","0.0015"
"ACTR","1_nSPC","-1.5","-1.910","-1.096","2.2","1.367","3.307","0.31","0.31","0.012","0.012","0.0037","0.0037"
"ACTR","2_BLT","-1.5","-1.910","-1.096","2.2","1.367","3.307","0.13","0.42","0.033","0.015","0.0045","0.0062"
"ACXA","1_nSPC","-1.6","-2.8564","-0.3412","2.3","0.6278","5.9542","0.069","0.069","0.0041","0.0041","0.00028","0.00028"
"ACXA","2_BLT","-1.6","-2.8564","-0.3412","2.3","0.6278","5.9542","0.029","0.125","0.0047","0.0021","0.00013","0.00026"
"AEOC","1_nSPC","-1.2","-3.2616"," 0.7396","2.5","1.221","4.667","0.01186","0.0119","0.0015","0.0015","1.7e-05","1.7e-05"
"AEOC","2_BLT","-1.2","-3.2616"," 0.7396","2.5","1.221","4.667","0.00064","0.0021","0.0033","0.0013","2.1e-06","2.8e-06"
"ANCH","1_nSPC","-0.74","-1.3375","-0.1923","3.1","1.854","4.957","0.106","0.106","0.0044","0.0044","0.00046","0.00046"
"ANCH","2_BLT","-0.74","-1.3375","-0.1923","3.1","1.854","4.957","0.042","0.084","0.0087","0.0028","0.00036","0.00024"
"ANCU","1_nSPC","-0.098","-0.49294"," 0.33070","2.7","1.985","3.588","0.093","0.093","0.0028","0.0028","0.00026","0.00026"
"ANCU","2_BLT","-0.098","-0.49294"," 0.33070","2.7","1.985","3.588","0.135","0.147","0.0081","0.0030","0.00109","0.00044"
"APAR","1_nSPC","-0.38","-0.9196"," 0.1967","4.3","3.092","5.857","0.063","0.063","0.0023","0.0023","0.00015","0.00015"
