"GROUP","METHOD","GCF.SOURCE","PRES.GCF","POS.GCF","PRES","PRES.CAL","POS","POS.CAL","OPUE","OPUE.CAL"
"LUKA","2_BLT","Global",2.33,3.39,0.05,0.36,4.05,1.2,0.21,0.43
"LUMO","1_nSPC","Global",2.33,3.39,0.12,0.12,1.43,1.43,0.18,0.18
"LUMO","2_BLT","Global",2.33,3.39,0.04,0.31,1.5,0.44,0.06,0.14
"LUWH","1_nSPC","Global",2.33,3.39,0,0,0.08,0.08,0,0
"MABR","1_nSPC","Global",2.33,3.39,0.04,0.04,0.06,0.06,0,0
"MABR","2_BLT","Global",2.33,3.39,0,0,0.03,0.01,0,0
"MALA","1_nSPC","Global",2.33,3.39,0.04,0.04,0.16,0.16,0.01,0.01
"MALA","2_BLT","Global",2.33,3.39,0,0.03,0.14,0.04,0,0
"MAMA","1_nSPC","Global",2.33,3.39,0.14,0.14,3.07,3.07,0.42,0.42
"MAMA","2_BLT","Global",2.33,3.39,0.06,0.38,2.77,0.82,0.15,0.31
"MAME","1_nSPC","Global",2.33,3.39,0.26,0.26,0.05,0.05,0.01,0.01
"MANE","1_nSPC","Global",2.33,3.39,0,0,0.01,0.01,0,0
"MANI","1_nSPC","Global",2.33,3.39,0.15,0.15,2.37,2.37,0.35,0.35
"MANI","2_BLT","Global",2.33,3.39,0.03,0.26,7.28,2.15,0.24,0.55
"MEAT","1_nSPC","Global",2.33,3.39,0.01,0.01,0.01,0.01,0,0
"MENI","1_nSPC","Global",2.33,3.39,0.3,0.3,1.68,1.68,0.51,0.51
"MENI","2_BLT","Global",2.33,3.39,0.07,0.43,4.32,1.27,0.29,0.54
"MEVI","1_nSPC","Global",2.33,3.39,0.76,0.76,1,1,0.76,0.76
"MEVI","2_BLT","Global",2.33,3.39,0.15,0.65,1.04,0.31,0.16,0.2
"MOGR","1_nSPC","Global",2.33,3.39,0.37,0.37,1.17,1.17,0.43,0.43
"MOGR","2_BLT","Global",2.33,3.39,0.06,0.41,1.5,0.44,0.1,0.18
"MORA","1_nSPC","Global",2.33,3.39,0,0,0.31,0.31,0,0
"MORA","2_BLT","Global",2.33,3.39,0,0.01,0.3,0.09,0,0
"MUFL","1_nSPC","Global",2.33,3.39,0.02,0.02,0.87,0.87,0.02,0.02
"MUFL","2_BLT","Global",2.33,3.39,0,0.03,1.79,0.53,0.01,0.02
"MUVA","1_nSPC","Global",2.33,3.39,0.07,0.07,1.13,1.13,0.08,0.08
"MUVA","2_BLT","Global",2.33,3.39,0.02,0.14,10.32,3.05,0.16,0.43
"MYAD","1_nSPC","Global",2.33,3.39,0,0,1.08,1.08,0,0
"MYAM","1_nSPC","Global",2.33,3.39,0.01,0.01,0.52,0.52,0.01,0.01
"MYBE","1_nSPC","Global",2.33,3.39,0.15,0.15,0.85,0.85,0.13,0.13
"MYBE","2_BLT","Global",2.33,3.39,0.04,0.3,1.07,0.32,0.04,0.09
"MYEA","1_nSPC","Global",2.33,3.39,0,0,0.17,0.17,0,0
"MYKU","1_nSPC","Global",2.33,3.39,0.06,0.06,0.46,0.46,0.03,0.03
"MYKU","2_BLT","Global",2.33,3.39,0,0.03,0.43,0.13,0,0
"MYMU","1_nSPC","Global",2.33,3.39,0.01,0.01,0.4,0.4,0.01,0.01
"MYSP","1_nSPC","Global",2.33,3.39,0.01,0.01,0.2,0.2,0,0
"MYVI","1_nSPC","Global",2.33,3.39,0,0,0.39,0.39,0,0
"MYVL","1_nSPC","Global",2.33,3.39,0,0,0.16,0.16,0,0
"NAAN","1_nSPC","Global",2.33,3.39,0.01,0.01,6.92,6.92,0.04,0.04
"NAAN","2_BLT","Global",2.33,3.39,0,0.01,0.31,0.09,0,0
"NABH","1_nSPC","Global",2.33,3.39,0.01,0.01,5.7,5.7,0.07,0.07
"NABH","2_BLT","Global",2.33,3.39,0,0,1.36,0.4,0,0
"NABR","1_nSPC","Global",2.33,3.39,0.14,0.14,1.66,1.66,0.23,0.23
"NABR","2_BLT","Global",2.33,3.39,0.02,0.16,0.88,0.26,0.02,0.04
"NACA","2_BLT","Global",2.33,3.39,0.01,0.08,6.99,2.06,0.06,0.17
"NAHE","1_nSPC","Global",2.33,3.39,0.11,0.11,4.75,4.75,0.53,0.53
"NAHE","2_BLT","Global",2.33,3.39,0.04,0.3,5.16,1.52,0.21,0.46
"NALI","1_nSPC","Global",2.33,3.39,0.44,0.44,0.5,0.5,0.22,0.22
"NALI","2_BLT","Global",2.33,3.39,0.21,0.73,1.26,0.37,0.26,0.27
"NALO","1_nSPC","Global",2.33,3.39,0,0,2.75,2.75,0,0
