"GROUP","METHOD","GCF.SOURCE","PRES.GCF","POS.GCF","PRES","PRES.CAL","POS","POS.CAL","OPUE","OPUE.CAL"
"CADU","1_nSPC","Global",0,2.36,0.15,0.15,0,0,0,0
"CADU","2_BLT","Global",0,2.36,0.1,0.1,0,0,0,0
"CAFE","1_nSPC","Global",0,2.36,0.02,0.02,0.01,0.01,0,0
"CAFE","2_BLT","Global",0,2.36,0.02,0.02,0.01,0,0,0
"CAGA","1_nSPC","Global",0,2.36,0.01,0.01,0,0,0,0
"CAIG","1_nSPC","Global",0,2.36,0.03,0.03,0,0,0,0
"CAIG","2_BLT","Global",0,2.36,0.03,0.03,0,0,0,0
"CAJA","1_nSPC","Global",0,2.36,0.07,0.07,0,0,0,0
"CAJA","2_BLT","Global",0,2.36,0.03,0.03,0.02,0.01,0,0
"CAJN","1_nSPC","Global",0,2.36,0.01,0.01,0,0,0,0
"CAJN","2_BLT","Global",0,2.36,0,0,0,0,0,0
"CALU","1_nSPC","Global",0,2.36,0.19,0.19,0.01,0.01,0,0
"CALU","2_BLT","Global",0,2.36,0.23,0.23,0.02,0.01,0,0
"CAMC","1_nSPC","Global",0,2.36,0.02,0.02,0.01,0.01,0,0
"CAMC","2_BLT","Global",0,2.36,0.01,0.01,0.01,0,0,0
"CAME","1_nSPC","Global",0,2.36,0.49,0.49,0,0,0,0
"CAME","2_BLT","Global",0,2.36,0.23,0.23,0.01,0,0,0
"CAML","1_nSPC","Global",0,2.36,0.07,0.07,0,0,0,0
"CAML","2_BLT","Global",0,2.36,0.02,0.02,0,0,0,0
"CAOR","1_nSPC","Global",0,2.36,0.17,0.17,0.01,0.01,0,0
"CAOR","2_BLT","Global",0,2.36,0.04,0.04,0.01,0,0,0
"CAPA","1_nSPC","Global",0,2.36,0.05,0.05,0,0,0,0
"CAPA","2_BLT","Global",0,2.36,0,0,0,0,0,0
"CARD","1_nSPC","Global",0,2.36,0.01,0.01,0.03,0.03,0,0
"CARD","2_BLT","Global",0,2.36,0.06,0.06,0.27,0.11,0.02,0.01
"CASA","1_nSPC","Global",0,2.36,0.03,0.03,0,0,0,0
"CASE","1_nSPC","Global",0,2.36,0.01,0.01,0.06,0.06,0,0
"CASE","2_BLT","Global",0,2.36,0,0,0,0,0,0
"CASO","1_nSPC","Global",0,2.36,0.03,0.03,0,0,0,0
"CASO","2_BLT","Global",0,2.36,0.01,0.01,0.01,0,0,0
"CASP","2_BLT","Global",0,2.36,0,0,0,0,0,0
"CATE","1_nSPC","Global",0,2.36,0.14,0.14,0.11,0.11,0.02,0.02
"CATE","2_BLT","Global",0,2.36,0.11,0.11,0.43,0.18,0.05,0.02
"CATY","1_nSPC","Global",0,2.36,0,0,0,0,0,0
"CAVA","1_nSPC","Global",0,2.36,0,0,0.01,0.01,0,0
"CAZO","1_nSPC","Global",0,2.36,0.01,0.01,0,0,0,0
"CEAR","1_nSPC","Global",0,2.36,0.68,0.68,0.01,0.01,0,0
"CEAR","2_BLT","Global",0,2.36,0.61,0.61,0.01,0,0.01,0
"CEBC","1_nSPC","Global",0,2.36,0,0,0,0,0,0
"CEBC","2_BLT","Global",0,2.36,0,0,0,0,0,0
"CEBI","1_nSPC","Global",0,2.36,0,0,0,0,0,0
"CEFI","1_nSPC","Global",0,2.36,0,0,0,0,0,0
"CEFI","2_BLT","Global",0,2.36,0,0,0,0,0,0
"CEFL","1_nSPC","Global",0,2.36,0.68,0.68,0.01,0.01,0.01,0.01
"CEFL","2_BLT","Global",0,2.36,0.66,0.66,0.02,0.01,0.01,0.01
"CELE","1_nSPC","Global",0,2.36,0.03,0.03,0,0,0,0
"CELE","2_BLT","Global",0,2.36,0.03,0.03,0.01,0,0,0
"CELO","1_nSPC","Global",0,2.36,0.47,0.47,0.02,0.02,0.01,0.01
"CELO","2_BLT","Global",0,2.36,0.47,0.47,0.04,0.02,0.02,0.01
"CEMI","1_nSPC","Global",0,2.36,0.16,0.16,0.01,0.01,0,0
"CEMI","2_BLT","Global",0,2.36,0.22,0.22,0.02,0.01,0.01,0
"CEML","1_nSPC","Global",0,2.36,0,0,0,0,0,0
"CEPO","1_nSPC","Global",0,2.36,0.04,0.04,0,0,0,0
"CESO","1_nSPC","Global",0,2.36,0,0,0,0,0,0
"CESP","1_nSPC","Global",0,2.36,0.02,0.02,0,0,0,0
"CESP","2_BLT","Global",0,2.36,0.01,0.01,0,0,0,0
"CESS","1_nSPC","Global",0,2.36,0,0,0,0,0,0
"CESS","2_BLT","Global",0,2.36,0.04,0.04,0.01,0,0,0
"CESX","1_nSPC","Global",0,2.36,0.01,0.01,0,0,0,0
"CESX","2_BLT","Global",0,2.36,0,0,0,0,0,0
"CEUR","1_nSPC","Global",0,2.36,0.49,0.49,0.01,0.01,0,0
"CEUR","2_BLT","Global",0,2.36,0.37,0.37,0.02,0.01,0.01,0
"CEVR","1_nSPC","Global",0,2.36,0.01,0.01,0,0,0,0
"CEVR","2_BLT","Global",0,2.36,0.01,0.01,0,0,0,0
"CHAC","1_nSPC","Global",0,2.36,0.35,0.35,0.18,0.18,0.06,0.06
"CHAC","2_BLT","Global",0,2.36,0.45,0.45,0.47,0.2,0.21,0.09
"CHAG","1_nSPC","Global",0,2.36,0.17,0.17,0.04,0.04,0.01,0.01
"CHAG","2_BLT","Global",0,2.36,0.16,0.16,0.1,0.04,0.02,0.01
"CHAL","1_nSPC","Global",0,2.36,0,0,0.42,0.42,0,0
"CHAM","1_nSPC","Global",0,2.36,0,0,0.02,0.02,0,0
"CHAM","2_BLT","Global",0,2.36,0,0,0.23,0.1,0,0
"CHAU","1_nSPC","Global",0,2.36,0.45,0.45,0,0,0,0
"CHAU","2_BLT","Global",0,2.36,0.35,0.35,0.01,0,0,0
"CHBE","1_nSPC","Global",0,2.36,0.04,0.04,0,0,0,0
"CHBE","2_BLT","Global",0,2.36,0,0,0,0,0,0
"CHBR","1_nSPC","Global",0,2.36,0.01,0.01,0,0,0,0
"CHCA","1_nSPC","Global",0,2.36,0,0,0.13,0.13,0,0
"CHCA","2_BLT","Global",0,2.36,0,0,0,0,0,0
"CHCH","1_nSPC","Global",0,2.36,0.03,0.03,0.01,0.01,0,0
"CHCH","2_BLT","Global",0,2.36,0,0,0,0,0,0
"CHCI","1_nSPC","Global",0,2.36,0.02,0.02,0,0,0,0
"CHCI","2_BLT","Global",0,2.36,0.01,0.01,0.01,0,0,0
"CHCL","1_nSPC","Global",0,2.36,0.01,0.01,0,0,0,0
"CHCY","1_nSPC","Global",0,2.36,0.01,0.01,0.01,0.01,0,0
"CHEI","1_nSPC","Global",0,2.36,0,0,0,0,0,0
"CHEP","1_nSPC","Global",0,2.36,0.13,0.13,0,0,0,0
"CHEP","2_BLT","Global",0,2.36,0.14,0.14,0.02,0.01,0,0
"CHFA","1_nSPC","Global",0,2.36,0.01,0.01,0,0,0,0
"CHFA","2_BLT","Global",0,2.36,0,0,0,0,0,0
"CHFN","1_nSPC","Global",0,2.36,0.07,0.07,0.01,0.01,0,0
"CHFN","2_BLT","Global",0,2.36,0.02,0.02,0.03,0.01,0,0
"CHFR","1_nSPC","Global",0,2.36,0,0,0,0,0,0
"CHGL","1_nSPC","Global",0,2.36,0,0,0.01,0.01,0,0
"CHHA","1_nSPC","Global",0,2.36,0,0,0,0,0,0
"CHKL","1_nSPC","Global",0,2.36,0.1,0.1,0,0,0,0
"CHKL","2_BLT","Global",0,2.36,0.01,0.01,0.01,0.01,0,0
"CHLE","1_nSPC","Global",0,2.36,0.01,0.01,0.01,0.01,0,0
"CHLE","2_BLT","Global",0,2.36,0.02,0.02,0.02,0.01,0,0
"CHLI","1_nSPC","Global",0,2.36,0,0,0,0,0,0
"CHLT","1_nSPC","Global",0,2.36,0.2,0.2,0.01,0.01,0,0
"CHLT","2_BLT","Global",0,2.36,0.11,0.11,0.01,0.01,0,0
"CHLU","1_nSPC","Global",0,2.36,0.22,0.22,0,0,0,0
"CHLU","2_BLT","Global",0,2.36,0.16,0.16,0.02,0.01,0,0
"CHMA","1_nSPC","Global",0,2.36,0.53,0.53,0.23,0.23,0.12,0.12
"CHMA","2_BLT","Global",0,2.36,0.65,0.65,0.38,0.16,0.24,0.1
"CHMC","1_nSPC","Global",0,2.36,0.29,0.29,0,0,0,0
"CHMC","2_BLT","Global",0,2.36,0.23,0.23,0.01,0.01,0,0
"CHMD","2_BLT","Global",0,2.36,0.04,0.04,0.02,0.01,0,0
"CHME","1_nSPC","Global",0,2.36,0.15,0.15,0,0,0,0
"CHME","2_BLT","Global",0,2.36,0.17,0.17,0.01,0,0,0
"CHMI","1_nSPC","Global",0,2.36,0,0,0,0,0,0
"CHMI","2_BLT","Global",0,2.36,0.01,0.01,0,0,0,0
"CHMR","1_nSPC","Global",0,2.36,0,0,0,0,0,0
"CHMU","1_nSPC","Global",0,2.36,0.14,0.14,0,0,0,0
"CHMU","2_BLT","Global",0,2.36,0.07,0.07,0.02,0.01,0,0
"CHOR","1_nSPC","Global",0,2.36,0.4,0.4,0,0,0,0
"CHOR","2_BLT","Global",0,2.36,0.22,0.22,0.01,0,0,0
"CHOX","1_nSPC","Global",0,2.36,0.07,0.07,0,0,0,0
"CHOX","2_BLT","Global",0,2.36,0,0,0,0,0,0
"CHPE","1_nSPC","Global",0,2.36,0.09,0.09,0,0,0,0
"CHPE","2_BLT","Global",0,2.36,0.07,0.07,0.01,0,0,0
"CHPU","1_nSPC","Global",0,2.36,0.21,0.21,0.01,0.01,0,0
"CHPU","2_BLT","Global",0,2.36,0.14,0.14,0.01,0.01,0,0
"CHPW","1_nSPC","Global",0,2.36,0.01,0.01,0,0,0,0
"CHQN","1_nSPC","Global",0,2.36,0.02,0.02,0,0,0,0
"CHQN","2_BLT","Global",0,2.36,0.04,0.04,0.01,0,0,0
"CHQU","1_nSPC","Global",0,2.36,0.36,0.36,0,0,0,0
"CHQU","2_BLT","Global",0,2.36,0.21,0.21,0.01,0.01,0,0
"CHRE","1_nSPC","Global",0,2.36,0.18,0.18,0,0,0,0
"CHRE","2_BLT","Global",0,2.36,0.07,0.07,0.01,0,0,0
"CHSE","1_nSPC","Global",0,2.36,0,0,0,0,0,0
"CHSE","2_BLT","Global",0,2.36,0,0,0.01,0,0,0
"CHSL","1_nSPC","Global",0,2.36,0.55,0.55,0.02,0.02,0.01,0.01
"CHSL","2_BLT","Global",0,2.36,0.4,0.4,0.09,0.04,0.04,0.02
"CHSP","2_BLT","Global",0,2.36,0.01,0.01,0.07,0.03,0,0
"CHTA","1_nSPC","Global",0,2.36,0,0,0,0,0,0
"CHTE","1_nSPC","Global",0,2.36,0,0,0.02,0.02,0,0
"CHTL","1_nSPC","Global",0,2.36,0.25,0.25,0,0,0,0
"CHTL","2_BLT","Global",0,2.36,0.1,0.1,0,0,0,0
"CHTR","1_nSPC","Global",0,2.36,0.26,0.26,0.01,0.01,0,0
"CHTR","2_BLT","Global",0,2.36,0.27,0.27,0.02,0.01,0,0
"CHUB","1_nSPC","Global",0,2.36,0.16,0.16,0.01,0.01,0,0
"CHUB","2_BLT","Global",0,2.36,0.17,0.17,0.01,0,0,0
"CHUD","1_nSPC","Global",0,2.36,0.04,0.04,0,0,0,0
"CHUD","2_BLT","Global",0,2.36,0.05,0.05,0,0,0,0
"CHUL","1_nSPC","Global",0,2.36,0.05,0.05,0,0,0,0
"CHUL","2_BLT","Global",0,2.36,0.01,0.01,0.01,0,0,0
