"GROUP","METHOD","GCF.PRES","GCF.PRES_2.5","GCF.PRES_95","GCF.POS","GCF.POS_2.5","GCF.POS_95","PRES","PRES.CAL","POS","POS.CAL","OPUE","OPUE.CAL"
"SEDU","1_nSPC","-3.9","-5.780","-2.385","0.031","0.01876","0.04617","0.01159","0.012","2.5e-03","0.0025","2.9e-05","2.9e-05"
"SEDU","2_TOW","-3.9","-5.780","-2.385","0.031","0.01876","0.04617","0.00037","0.019","6.8e-05","0.0022","2.5e-08","4.2e-05"
"SPBA","1_nSPC","-4.9","-6.140","-3.722","0.1","0.05676","0.17321","0.04195","0.042","0.00218","0.0022","9.1e-05","9.1e-05"
"SPBA","2_TOW","-4.9","-6.140","-3.722","0.1","0.05676","0.17321","0.00066","0.083","0.00084","0.0084","5.5e-07","7.0e-04"
"SPLE","1_nSPC","-1.9","-3.0652","-0.8122","0.056","0.02427","0.11640","0.0069","0.0069","0.00189","0.0019","1.3e-05","1.3e-05"
"SPLE","2_TOW","-1.9","-3.0652","-0.8122","0.056","0.02427","0.11640","0.0021","0.0145","0.00042","0.0076","9.0e-07","1.1e-04"
"SPQE","1_nSPC","-3","-3.876","-2.143","0.065","0.03109","0.12312","0.0208","0.021","0.0258","0.026","5.4e-04","0.00054"
"SPQE","2_TOW","-3","-3.876","-2.143","0.065","0.03109","0.12312","0.0026","0.051","0.0015","0.023","3.8e-06","0.00116"
"SURG","1_nSPC","-2.5","-3.728","-1.390","0.19","0.03382","0.61866","0.00977","0.0098","0.00440","0.0044","4.3e-05","4.3e-05"
"SURG","2_TOW","-2.5","-3.728","-1.390","0.19","0.03382","0.61866","0.00053","0.0066","0.00046","0.0024","2.4e-07","1.6e-05"
"TAME","1_nSPC","-2.3","-3.9418","-0.7629","0.031","0.02094","0.04505","0.00673","0.0067","2.0e-03","0.0020","1.3e-05","1.3e-05"
"TAME","2_TOW","-2.3","-3.9418","-0.7629","0.031","0.02094","0.04505","0.00049","0.0049","5.4e-05","0.0017","2.7e-08","8.5e-06"
"TROB","1_nSPC","-2.4","-2.830","-2.000","0.04","0.03443","0.04646","0.146","0.15","2.1e-03","0.0021","3.0e-04","0.00030"
"TROB","2_TOW","-2.4","-2.830","-2.000","0.04","0.03443","0.04646","0.015","0.14","9.9e-05","0.0025","1.5e-06","0.00035"
"TYCR","1_nSPC","-4.7","-7.961","-1.179","0.0017","7.308e-05","9.156e-03","0.00422","0.0042","0.10280","0.10","4.3e-04","0.00043"
"TYCR","2_TOW","-4.7","-7.961","-1.179","0.0017","7.308e-05","9.156e-03","0.00003","0.0032","0.00022","0.13","6.4e-09","0.00042"
"VALO","1_nSPC","-4.3","-4.777","-3.854","0.035","0.03193","0.03795","0.1611","0.16","1.8e-03","0.0018","2.9e-04","0.00029"
"VALO","2_TOW","-4.3","-4.777","-3.854","0.035","0.03193","0.03795","0.0055","0.29","7.1e-05","0.0020","4.0e-07","0.00059"
